event_id,event_type,stage,confidence_original,evidence_snippet,science_research_v1_score,biohacking_curiosity_v1_score
37e9ab1bbaa78fe5,method_evaluation,in_vitro,low,"After labelling, cells using Zen 2.3 software (Carl Zeiss) and a 63×/1.40 plan apochromat were cryo-protected overnight in 1.15 M sucrose in 0.1 M phosphate objective and GaAsP detectors.",+0.0,+0.0
25fbea7edc5f69cf,method_evaluation,in_vitro,med,"d) Mitochondrial morphology and fluorescence intensity determination based on live-cell MitoTracker Red staining in HEK293 WT, PEX3-KO 3 A and 3B cells.",+0.0,+0.0
83242a127cb6657e,method_evaluation,in_vitro,med,"Sections were imaged with Airyscan knock-out in HEK293 cells by immunofluorescence (Airyscan) analysis (LSM800, Zeiss).",+0.0,+0.0
b56dabad9d2876e8,method_evaluation,in_vitro,low,No differences were observed in the labelled structures aligned with the Airyscan images using the eC-CLEM plugin [44] in Icy in either of the PEX3-KO cell lines compared to the WT control (Fig.,+0.0,-1.0
43e2940401da975e,method_evaluation,in_vitro,low,"As there were stained for 1 h with 1 μM SiR-Halo and Alexa Fluor 488-labelled was no difference between PEX3-KO cell lines 3A and 3B, further ex- phalloidin (1:200, ThermoFisher, A12379).",+0.0,-1.0
e389272fcc9fd968,method_evaluation,unknown,med,"DAPI fluorescence was visualized using a 365 nm exci- method better preserves mitochondrial morphology and prevents tation filter, and a 445/50 nm band-pass emission filter.",+0.0,+0.0
aff4da3ef3cb1d32,method_evaluation,unknown,med,"1e, this analysis also fluorescence was visualized using a 470/40 nm band-pass excitation revealed no major differences in mitochondrial morphology between filter, and a 525/50 nm band-pass emission f",+0.0,+0.0
5a64d7f8334599c5,method_evaluation,in_vivo,med,"SiR-Halo fluorescence WT and PEX3-KO cells, which was confirmed by the quantification of the was visualized using a 640/30 nm band-pass excitation filter and a 690/ average area and aspect ratio of th",+0.0,+0.0
af02126c214ada90,method_evaluation,unknown,med,EM images were aligned with the fluorescence microscopy images using the eC-CLEM plugin [44] in Icy.,+0.0,+0.0
ee1f5705b877ebf0,manufacturing_constraint,in_vivo,med,"Firstly, we processed wild-type and PEX3-KO HEK293 cells for Two PEX3-KO cell lines, hereafter called 3A and 3B, were generated immunofluorescence microscopy using antibodies against PEX14 and in a HE",+0.0,-1.0
808d1a5769d507d4,method_evaluation,unknown,low,"Graphs show relative fluorescence intensity of PEX14 (green) and TOM20 (magenta), measured along the dotted line shown in the higher magnification (2×) insert.",+0.0,+0.0
a2e91e58c592cf6c,manufacturing_constraint,in_vitro,med,Cells were transfected with PEX14-Halo plasmid and were processed for immunofluorescence staining with antibodies against TOM20 (magenta) alongside SiR-Halo dye (green) staining.,+0.0,+0.0
dce050f400f8da8e,method_evaluation,in_vitro,low,Quantitative analysis of colocalisation of scopy showed that PEX14-Halo localises to structures labelled with anti- PEX14 and TOM20 in both PEX3-KO cell lines and the WT control was TOM20 in the PEX3-,+0.0,-1.0
dd166469966ca3f0,decision_point,unknown,med,"To Finally, we performed correlative light and electron microscopy study PEX14 localisation at a higher resolution, we subsequently used (CLEM) to further investigate if the PEX14 spots at mitochondri",+0.0,+0.0
6c6add6e610232f4,manufacturing_constraint,in_vivo,med,"Samples were processed for Taken together, these results demonstrate that PEX14 mislocalises in immunofluorescence using antibodies against TOM20 alongside SiR- patches at mitochondria upon PEX3 knock",+0.0,+0.0
2d817410841e5888,method_evaluation,in_vitro,med,CLEM analysis of PEX14 localisation on mitochondria in PEX3-KO HEK293 cells labelled with antibodies against Pex14.,+0.0,+0.0
9615f0a2a6933535,method_evaluation,in_vitro,low,"At the lowest PEX14-Halo signal, cells showed subpopulation of WT control cells transiently transfected with PEX14- only punctate PEX14-Halo staining, indicating that PEX14-Halo local- Halo, the Halo ",+0.0,+0.0
bbdf9ebdd3c69c04,manufacturing_constraint,in_vitro,med,"Cells were These data show that PEX14 localisation depends on its expression stained with SiR-Halo dye prior to fixation and processing for immu- levels, with PEX14 localising to peroxisomes at low-le",+0.0,+0.0
a3e751c8969cdaa7,method_evaluation,in_vitro,med,"In untransfected cells, the immunofluorescence analysis using anti-TOM20 antibodies (Fig.",+0.0,+0.0
e525d4a0a247f030,manufacturing_constraint,in_vitro,med,"Cells were transfected with PEX14-Halo plasmid and processed for immunofluorescence staining with antibodies against PMP70 (green, a/b) or TOM20 (green, c/d) and SiR-Halo dye (magenta), alongside DAPI",+0.0,+0.0
2f8468e9888d9bee,method_evaluation,unknown,low,"Graphs show relative fluorescence intensity of PEX14 (green) and PMP70/TOM20 (magenta), measured along the dotted line shown in the higher magnification (2.5×) insert.",+0.0,+0.0
8cf44c6cee57a6c8,manufacturing_constraint,in_vitro,med,Cells were transfected with PEX14-Halo (e) or PEX3-Halo (g) plasmid and processed for immunofluorescence staining with antibodies against TOM20 (green) and SiR-Halo dye (magenta).,+0.0,+0.0
6b33199d2eca00d9,method_evaluation,unknown,med,Total Pex14-Halo fluorescence per cell was quantified and plotted against the maximum mitochondrial tubule length (blue dots).,+0.0,+0.0
9c79bb14b35a204f,efficacy_result,in_vitro,low,"(2017), but this resulted not in a decrease in membrane potential based on total mammalian cells also contain pre-peroxisomal vesicles and the budding MitoTracker fluorescence intensity (Fig.",+0.0,+0.0
67641b4fe73bd052,decision_point,unknown,low,No changes or additional structures on it cannot be excluded that PEX14 occurs at such structures as well.,+0.0,+0.0
bdaebcc8bfea799c,method_evaluation,unknown,med,Single confocal stack images of PEX14-Halo stained with SiR dye (left) and mitochondria labelled using MitoTracker Red (middle).,-1.0,+3.0
75a567398bf298f8,method_evaluation,in_vitro,med,"d) CLEM analysis of PEX14-Halo overexpression in HEK293 WT cells, on a 120 nm cryo section stained with SiR dye (magenta) and labelled for actin (green) and DAPI (blue.) The middle panels show a TEM i",+0.0,+0.0
8c8a18a64fa7a9a9,manufacturing_constraint,in_vitro,med,"Cells were transfected with PEX16-Halo plasmid and processed for immunofluorescence staining with antibodies against PEX14 (a), calnexin (b/c) or TOM20 (d) (green), alongside SiR-Halo dye (magenta), D",+0.0,+0.0
d36f8b59f11328b3,method_evaluation,unknown,low,"Olivier, et al., A near-infrared fluorophore for [8] H.R.",+0.0,+0.0
f63b23a6d052f320,decision_point,in_vitro,med,"D’souza, et al., Characterization of severity in zellweger analysis of mitochondrial morphology, function, and dynamics in pancreatic spectrum disorder by clinical findings: a scoping review, meta-ana",+0.0,+0.0
8cec0c4e90744fd4,method_evaluation,unknown,med,"procedures for electron microscopy of sectioned biological material, Protoplasma [14] W.J.",+0.0,+0.0
587bf7deb870dea2,method_evaluation,unknown,med,"phytanic acid in the plasma, J.",+0.0,+0.0
61fdb694b54db6c6,decision_point,in_vivo,med,"Cell Reports Article Nonautonomous Regulation of Neuronal Migration by Insulin Signaling, DAF-16/FOXO, and PAK-1 LisaM.Kennedy,1StevenC.D.L.Pham,2andAllaGrishok2,* 1DepartmentofGeneticsandDevelopment ",+0.0,+0.0
3bed29f63112fa5b,manufacturing_constraint,in_vivo,med,"Of those genes identified to maphrodite-specificneurons(HSNs)duringembryo- have a role specifically in the migration process, the Wnt genesis of C.",+0.0,+0.0
1ecf4fd8e6b74fd3,manufacturing_constraint,in_vivo,med,"More recently, PI3K-regulated Theprocessofneuronalmigration,whenthecellbodiesofnewly signaling through DAF-16 has been demonstrated to promote bornneuronsmigratefromtheirbirthplacetotheirfinalposition",+0.0,+0.0
c2b30742aee6a42d,method_evaluation,in_vivo,low,(BandC)Differentialinterferencecontrast(DIC)imageofadulthermaphrodite(top)andcorrespondingepifluorescentimageoftheHSN(bottom)inwild-type(B) anddaf-16(mu86)mutantanimals(C).HSNisvisualizedwithatryptoph,+0.0,+0.0
fcc9e74bfc086f9f,manufacturing_constraint,in_vivo,med,"However, because of the S1F).Inaddition,theseresultssuggestthatDAF-16specifically redundancy between Wntligands, thisresult allows usonlyto affects the process of HSN migration rather thanHSN identity",+0.0,+0.0
56ba313ccd2dd707,efficacy_result,in_vivo,med,"Together, these observa- RegulatingHSNMigration tionssuggestthatthePI3Ksignalingpathwayworksupstream ManygeneshavebeenimplicatedintheprocessofHSNmigra- of DAF-16 to control its activity required for p",+3.0,-1.0
71508d7875c6166b,efficacy_result,in_vivo,low,"PI3KSignalingRegulatesDAF-16ActivitytoControlHSNMigration (A)DAF-18actsintheinsulin/IGF-1signalingpathwaytopromoteDAF-16activitybyinhibitingPI3Ksignaling.Whenpathwaycomponentsinredareactive,DAF- 16isp",+3.0,-1.0
bb8f2e82d4da12f0,method_evaluation,in_vivo,med,(BandC)DICimagesofadulthermaphrodites(top)andcorrespondingepifluorescentimagesoftheHSNs(bottom)inwild-type(B)anddaf-18(ok480)mutant animals(C).HSNisvisualizedwithaGTPcyclohydrolaseGFPreporter(cat-4::g,+0.0,+0.0
a09326fedb99b1e8,efficacy_result,in_vivo,low,"EnhancedDAF-16ActivityduringEmbryogenesisCausestheHSNstoOvermigrate (A)ADIC(top)andanepifluorescentimage(bottom)ofanage-1(hx546)mutantadultanimalobservedat20(cid:1)C.Theasteriskmarksthevulva,andthearr",+0.0,+2.0
470bab83c1d0aea0,method_evaluation,in_vivo,low,"(CandD)EpifluorescentimagesoftheHSNandCANinwild-type(C)andage-1(hx546)mutantlarvae(D)thatunderwentembryogenesisat27(cid:1)C.Afterhatching, neuronswerevisualizedwithakal-1::gfptranscriptionalreporter.T",+0.0,+0.0
f50ebeb46c2a0141,efficacy_result,in_vivo,low,TheDAF-2ReceptorRegulatesHSNMigrationbyModulatingDAF-16Activity (AandB)DICimagesofadulthermaphrodites(top)andcorrespondingepifluorescentimagesoftheHSNs(bottom)indaf-2(e1370)mutants.Theasteriskmarks th,+0.0,+0.0
a7f8910dc101ca72,method_evaluation,in_vivo,med,"In order to test whether TheHSNsareborninthetailofthecomma-stageembryoand DAF-16 regulates pak-1 expression in the hypodermis during beginmigrating10minlater(Sulstonetal.,1983).Wedetermined HSN migrat",+0.0,+0.0
de64eb9f7e3f7995,efficacy_result,in_vivo,med,"etal.,1993).IthasbeensuggestedthatamajoroutputofIGF- DAF-16isknowntoactasamasterregulatoroftranscriptionin 1 signaling in this process is inhibition of FOXO because stress response and longevity pathw",+3.0,+1.0
defa681752161809,method_evaluation,in_vivo,med,"theembryonichypodermistopromoteHSNmigration.Embryos Furthermore,IGF-1hasalsobeenshowntoinfluencetheorgani- stainedwithanantibodyagainstPAK-1haverevealeditslocali- zationofolfactorybulblayeringbypromot",+0.0,+0.0
d659786ad90fcebe,manufacturing_constraint,in_vivo,med,"neuronal migration, through multiple downstream effectors Overall,ourresultsareconsistentwithamodelwhereinnuclear (reviewedinvanDiepenandEickholt,2008).Interestingly,there localizationofDAF-16intheemb",+0.0,+0.0
09101d4e1cdb47a4,regulatory_risk,in_vivo,low,"thatDAF-16activityisrequiredinthehypodermaltissuetonon- Here,wedemonstratethattheorthologousPAK-1inC.elegans autonomouslypromotetheHSNmigrationsandthatthisactivity alsoactsdownstreamofDAF-16/FOXOinHSN",+0.0,+0.0
91ddd8153df53a24,manufacturing_constraint,in_vivo,med,"Taken latingtheprocessofmigrationhasnotbeenreported.Itwillbe together,ourfindingsdescribeageneticmechanismbywhich interesting for future studies to determine whether or not the extent of HSN migration",+3.0,+0.0
bf500ce2e2a2932d,regulatory_risk,unknown,med,"activationofLIMkinase,whichphosphorylatesandinhibitscofi- The FOXO transcription factors are widely expressed in lin,anactin-regulatoryprotein,inordertostimulateactinpoly- the developing mammalian bra",+0.0,+0.0
0d99f91792669508,regulatory_risk,unknown,med,"SupplementalInformationincludesExtendedExperimentalProceduresand Flames,N.,andHobert,O.(2009).Generegulatorylogicofdopamineneuron sevenfiguresandcanbefoundwiththisarticleonlineathttp://dx.doi.org/ dif",+0.0,+2.0
3e5e41487fbdcd6e,regulatory_risk,in_vivo,low,"Mar´ın,O.,Valiente,M.,Ge,X.,andTsai,L.H.(2010).Guidingneuronalcell Gilleard,J.S.,Barry,J.D.,andJohnstone,I.L.(1997).cisregulatoryrequire- migrations.ColdSpringHarb.Perspect.Biol.2,a001834.",+0.0,+0.0
d28abbd4da86647c,method_evaluation,unknown,low,"Imaging individual mRNA molecules using multiple singly labeled signaling.Nat.Genet.28,139–145.",+0.0,+0.0
70a86da2c14335d1,method_evaluation,clinical,med,"A1d7v, aNnoc.e 8 Research Paper What is the clinical evidence to support off-label rapamycin therapy in healthy adults?",+0.0,+0.0
e83856533ff5fc83,decision_point,clinical,med,"Despite the preclinical evidence supporting the use of sirolimus to enhance mean and maximal lifespan, the data in humans have yet to establish that rapamycin, or its analogues, is a proven seno-thera",+0.0,+0.0
a763baf95d2ae62f,decision_point,unknown,med,Rapamycin and rapalogs warrant further study with larger cohorts to better establish their contribution to human aging.,+0.0,+0.0
2f0acf74540767de,decision_point,clinical,med,"Rapamycin’s ability to delay age-related for lifespan extension and the delay of age-related disease has been replicated, most notably in the disease, with numerous preclinical studies documenting int",+0.0,+0.0
372770241ab9d921,method_evaluation,in_vivo,med,"Yet, the clinical evidence of benefit associated with low-dose rapamycin use in healthy While the benefit of rapamycin therapy has been human adults has not been established, and there may demonstrate",+0.0,+0.0
295b706148cd9342,efficacy_result,in_vivo,med,"Researchers would later discover healthy adults and offer considerations for its potential that it had anti-fungal, anti-tumorigenic, and immuno- use as an off-label longevity drug in humans.",+0.0,+2.0
4fc2a4709ac03cbd,decision_point,clinical,med,"In subsequent decades, researchers studying yeast resistance to rapamycin Clinical evidence in healthy participants identified its biological target, named the mechanistic target of rapamycin (mTOR) [",+0.0,+0.0
7575f5c7fffbfcc8,decision_point,clinical,med,"At present, the As the concept of aging as a modifiable risk factor for role of mTOR inhibition in age-related disease has illness and death continues to gain traction, repurposing been well-documente",+0.0,+0.0
0d55b77b075cc42e,decision_point,clinical,med,"Any this trial, investigators instead randomized the remaining well-designed trial that attempts to assess the longevity participants (473) to 10 mg/day, 20 mg/day, 10mg/day impact for any drug in peo",+3.0,+2.0
38a1785c58ccb533,efficacy_result,unknown,med,"No there is little incentive for any private group to fund such significant safety events occurred and, similarly to the a study, which further complicates acquisition of high- 2a trial, isolated mTOR",+0.0,+0.0
f3163990a747efd3,decision_point,clinical,low,"Accordingly, the clinical evidence evaluating or hyperlipidemia.",+0.0,+0.0
6e9a114b90f6808c,efficacy_result,unknown,med,"The relative success of lower doses low-dose rapamycin, or its analogues, in healthy versus higher doses is of potential interest and may point participants is scant, with less than a dozen known tria",+2.0,+1.0
bb9519c27e765949,decision_point,clinical,med,"evaluated a cohort of 218 healthy mTOR inhibition achieved a clinically significant older adults receiving everolimus therapy, which was effect, continuous therapy did not.",+0.0,+0.0
a263646903f7cf7a,decision_point,unknown,med,"In the phase 3 arm of discontinued two weeks prior to influenza vaccination this study, the results of the phase 2b study were not [23].",+0.0,+0.0
2cfdae6d07f1fb93,decision_point,in_vivo,med,"The results of this analysis suggested that low- replicated, though this finding was complicated by an dose everolimus therapy (0.5 mg/day and 5 mg weekly) endpoint alteration from laboratory-confirme",+0.0,+0.0
4f93f8a49bdb0a0d,decision_point,in_vivo,med,"rapamycin for longevity purposes, finding that users had a significantly lower likelihood of COVID infection and In a follow-up phase 2b and phase 3 analysis, 10 long-COVID incidence along with subjec",+0.0,+2.0
f0bcac060bf8584b,efficacy_result,unknown,med,"Kraig et al.’s results reported no significant improvement in various metabolic parameters, while Trials of rapamycin have yielded ambiguous evidence noting several potentially undesirable findings be",+0.0,+0.0
254691ccce110a35,method_evaluation,unknown,med,"For example, groups, including a significant decrease in plasma Gunderman et al.",+0.0,+0.0
c31113a6258ec9e3,decision_point,unknown,med,"concluded that rapamycin sarcopenia has been repeatedly associated with adverse therapy did not lead to significant adverse outcomes outcomes in the context of age-related decline [29, in the short te",+0.0,+0.0
16b1ce5d32fe5d73,decision_point,clinical,med,The relative absence of surveillance and testing parameters were consistent with previous trials of for this finding in other cohorts limits the conclusions rapamycin therapy that identified decreases,+0.0,+0.0
4e827d04dc3bc5ee,efficacy_result,in_vivo,med,"While Rapamycin users demonstrated no significant reduction these changes cannot be interpreted in isolation, the on any individual inflammatory marker in this small net effect of rapamycin therapy in",+0.0,+0.0
6a835fe992205b58,regulatory_risk,in_vitro,med,"Some circulating immune cells (CD) increased, patients representing a similar mean age (placebo, 80.6y; with a signal indicating regulatory T cell (Treg) clusters rapamycin-treated, 80.4y) pre- and po",+0.0,+0.0
40d871c0705a9680,efficacy_result,unknown,med,"The rapamycin cohort, assuming no significant genetically predicted incident diabetes.",+0.0,+0.0
051ceaccfd406646,decision_point,in_vivo,med,"These considerations are rapamycin in the domain of cognitive function, such as nuanced and may support a role for targeted rapalogs a Phase 2 study on rapamycin for mild cognitive or their derivative",+0.0,+0.0
24f564c121480303,method_evaluation,clinical,med,"The following modeling or the ERAP trial is a six-month-long, single-arm, analysis uses Levine et al.’s “PhenoAge” to explore open-label, phase IIa biomarker-driven study which the theoretical net eff",+8.0,+1.0
77cae9efb668c857,decision_point,clinical,low,"Jointly, these trials may provide preliminary answers as to To more precisely estimate the effect of the Kraig whether or not preclinical benefit can be translated into et al.",+0.0,+0.0
7a8509883709c5b6,decision_point,in_vivo,med,"sirolimus intervention, we modeled a series of in vivo measurable benefit.",+3.0,+0.0
eabc7c1d962c0f83,efficacy_result,unknown,med,"While the causality of this association is unclear and authors report use of biomarkers is no substitute for outcome data, that the association may be an artifactual and potentially under the circumst",+5.0,+1.0
a750018c0781e2aa,efficacy_result,in_vivo,med,It is worth noting that findings of many preclinical models and approved clinical applications of rapamycin Rapamycin has been associated with reductions in IL- and or rapalogs have demonstrated poten,+0.0,+0.0
04050a29332113c3,method_evaluation,clinical,med,"serum LDL at high doses in kidney transplant patients, CVD event risk was not increased [54, 55] and, in fact, Clinical implications and future directions stroke risk may have diminished.",+0.0,+0.0
f16d02958d94ac7c,efficacy_result,in_vivo,med,The local application of rapamycin as well as everolimus appear to reduce Despite extensive preclinical evidence supporting rates of restenosis and eventual CVD death after sirolimus and other mTOR in,+0.0,+0.0
e6e6f139b5374cc9,decision_point,clinical,med,designed human studies to clarify rapamycin’s clinical relevance.,+0.0,+0.0
9224a4c21e24582b,method_evaluation,clinical,med,Off-label prescribing should include vigilant Cancer risk monitoring for adverse effects and open discussion of knowns and unknowns with patients.,+0.0,+0.0
4f3aebea9dd5e31e,efficacy_result,in_vivo,med,"Key priorities for There is no literature reporting cancer incidence or future research include (1) establish efficacy with well- prevalence in healthy, non-immunocompromised cohorts designed trials i",-4.0,+0.0
948f2c043513c37a,decision_point,clinical,med,"in the only clinical trial that has been published with Rapamycin fed late in life extends lifespan in low-dose rapamycin in healthy older adults, but no genetically heterogeneous mice.",+4.0,+0.0
c74ba4fc457ed873,toxicity_flag,in_vivo,low,estimated to impart biological effects at about 5 ng/mL https://doi.org/10.1038/nature08221 PMID:19587680 and achieve greater relative toxicity above 15 ng/mL (pk parameters: 60-80 hours to 0.5 max co,+0.0,+0.0
075e6a05ffa5852a,decision_point,clinical,low,Despite the preclinical 5.,+0.0,+0.0
d4e8b7eb3ea63484,decision_point,unknown,med,"Rapamycin increases yet to establish that rapamycin, or its analogues, is an lifespan and inhibits spontaneous tumorigenesis in effective seno-therapeutic to delay aging in healthy inbred female mice.",-3.0,+0.0
2db39241a54aedfd,method_evaluation,unknown,med,off-label rapamycin use to promote healthspan in 333 https://doi.org/10.1016/j.exger.2017.12.026 adults.,+0.0,+0.0
71247a500cb0da16,method_evaluation,in_vivo,med,Age and sex PMID:37191826 variation in serum albumin concentration: an 27.,+0.0,+0.0
3079c66a62676aac,decision_point,clinical,low,proinflammatory cytokines: Interactions and clinical www.aging-us.com 280 86 AGING,+0.0,+0.0
7997504dc68e0890,manufacturing_constraint,in_vitro,med,Studies of Regulatory T cells and the immune aging process: a human lymphocytes in the newborn and the aged.,+0.0,+0.0
5ff8773b48cbf936,decision_point,clinical,low,"Lages CS, Lewkowich I, Sproles A, Wills-Karp M, disease: Time for a clinical trial?",+4.0,+0.0
6efb596f3e87ecc1,decision_point,in_vivo,med,"Evaluating the effect of rapamycin treatment study of the mTOR pathway Maria K Sobczyk, Tom R in Alzheimer’s disease and aging using in vivo imaging: Gaunt medRxiv 2023.10.02.23296427.",+6.0,-1.0
ab3e1e09478bc750,decision_point,clinical,low,the ERAP phase IIa clinical study protocol.,+6.0,+3.0
57408a92789bcfa9,decision_point,clinical,med,Blazing a trail for the clinical PMID:37190500 use of rapamycin as a geroprotecTOR.,+0.0,+0.0
6a35c2fe6fdddb52,decision_point,clinical,med,of everolimus eluting stent implantation in patients https://doi.org/10.1002/agm2.12197 with calcified coronary culprit lesions: two-year PMID:35783114 angiographic and three-year clinical results fro,+0.0,+0.0
6287fbcea8a2677d,decision_point,clinical,low,use and risk of cutaneous squamous cell carcinoma Clinical pharmacokinetics and therapeutic drug (SCC) in solid organ transplant recipients (SOTRs)”.,+0.0,+0.0
80a5a9a275c032a3,decision_point,in_vivo,low,"Cell Reports Report RAG2’s Acidic Hinge Restricts Repair-Pathway Choice and Promotes Genomic Stability MarcA.Coussens,1RebeccaL.Wendland,1LudovicDeriano,1,2CoryR.Lindsay,1,3,4SuzzetteM.Arnal,1 andDavi",+3.0,-1.0
fd7e55d56786efca,regulatory_risk,in_vivo,med,"Toinvestigatetheroleofpathway-choicecontrolinmaintain- INTRODUCTION ing genomic integrity during V(D)J recombination, we focused onRAG2,whichlacksknownDNAbindingorcatalyticactivity DNA double-strand b",+3.0,+1.0
9b5e30b33dab0738,regulatory_risk,in_vivo,med,"(B–F)Quantificationoffluorescence-activatedcellsorting(FACS)datafromthreeseparateexperimentsforaNHEJinCHO-K1cellsmeasuringmutationsto knownregulatoryregions(B),truncationmutations(C),internaldeletions",+0.0,+0.0
ce5b84e0949da514,decision_point,unknown,med,"These butthesignificanceofthisinteractionremainsunclear.Nothing persistentbreaksarepathogenic:inap53(cid:1)/(cid:1)background,these furtherhasbeenreportedastothehinge’sfunction(Jonesand T490A mice dev",+0.0,+0.0
3b48db1a3870b83c,regulatory_risk,unknown,med,"Rag2core/core p53(cid:1)/(cid:1) mice develop lymphomas ThroughasystematicanalysisofRAG2’sCterminus,weshow much more rapidly and with substantially higher penetrance thatthehingeiscriticalforPCCstabil",+3.0,-1.0
1c8df2ee27231872,efficacy_result,unknown,low,"inactiveRAG1mutant(DDE)(Landreeetal.,1999).Asexpected To test this, we constructed two ‘‘scrambled’’ mutants (Fig- (Corneoetal.,2007),bothwild-typeandcoreRAG2produced ure1E)thatpreservethechargebutscr",+0.0,+0.0
ffd786f55554832f,manufacturing_constraint,in_vitro,high,"Usingfluorescenceinsituhybridization(FISH)ontheIgklocus, Onecanalsoprobetheinfluenceofthehingeonthestructure wetestedtheeffectsofRAG2mutantsongenomicstabilityin ofthePCCincellsbymeasuringinversionalre",+0.0,+0.0
4983f6d80054de9d,manufacturing_constraint,unknown,med,"We hypothesized that hinge-like flexibility HumanRAG2SVsDecreaseHingeFlexibility,Permit mightbecriticalforproperendprocessing.Toinvestigatethis, aNHEJ,andDecreaseGenomicIntegrity weemployedsoftwaretha",+0.0,+0.0
3c5c991513e6ca49,decision_point,unknown,low,"These three variants ourexperiments,unlesswetamperwiththeacidichinge,aNHEJ permit joining by aNHEJ (Figure 4B), whereas a fourth variant is excluded.",+0.0,+0.0
a9a36827fcd0acba,method_evaluation,in_vivo,med,"Bacterial complex, providing a flexible interaction surface for diverse artificial chromosome (BAC) RP24-507J1 and BAC RP24-218K16 were proteinpartners,orregulatingcatalysisbyshieldingorunveiling labe",+0.0,+0.0
48579c75cb90aa1f,method_evaluation,unknown,low,fluoresceinisothiocyanate(FITC)chromosome6paint(Cambio)wasprepared accordingtothesupplier’sinstructions.Metaphaseswereanalyzedusinga IDDsseemwellsuitedtothechallengesofV(D)Jrecombina- MetaSystemsMetaf,+0.0,+0.0
e5bb1cc6afcac52f,manufacturing_constraint,in_vivo,low,"Lewis (Department of Pathology and Laboratory cNHEJmachinery.Alloftheaboveprocessesinvolvetuningof Medicine, Perelman School of Medicine at the University of Pennsylvania) bindinginteractions,somethin",+0.0,+0.0
416f5dc55d01f485,manufacturing_constraint,unknown,low,"Landree,M.A.,Wibbenmeyer,J.A.,andRoth,D.B.(1999).Mutationalanalysis Tsai,C.L.,Drejer,A.H.,andSchatz,D.G.(2002).Evidenceofacriticalarchitec- ofRAG1andRAG2identifiesthreecatalyticaminoacidsinRAG1critica",+0.0,+0.0
1084f1aa7c79fe04,manufacturing_constraint,clinical,med,"Luikenb,c,* aDepartment of Molecular Medicine, Institute of Health Science, Dokuz Eylül University, Izmir, Turkey bDepartment of Genetics & Cell Biology, Faculty of Health, Medicine and Life Sciences,",+0.0,+0.0
54f2bf48be64300b,regulatory_risk,unknown,low,"In the heart, one main cellular ac- Protein kinases D (PKD’s) are Ser/Thr protein kinases, which bear tion of PKD1 is the induction of hypertrophy, which will transit into close resemblance in regulat",+0.0,+0.0
fc57bca9244cf311,manufacturing_constraint,unknown,low,"Following an increase in contraction, both GLUT4 and CD36 are translocated from intracellular stores (endosomes) to the sarcolemma through a vesicle-mediated process.",+0.0,+0.0
c42a228ea4c7830b,decision_point,in_vivo,med,"Hence, via ‘selective’ alterations in GLUT4 trans- activation of phospholipase-C, localized diacylglycerol production and location, PKD1 forms an effective target to alter the cardiac substrate activa",-3.0,+0.0
04cffd0a9bb200b9,toxicity_flag,in_vitro,med,"This pathway is involved in induction of cell death during to unravel the upstream events involved in PKD1 activation upon oxidative stress, and is therefore of interest in the cancer field given that",+3.0,-1.0
4be7b1f7a171e1c4,regulatory_risk,in_vivo,low,"Addition- vation, because of de-stabilization of docking of the autoregulatory ally, induction of PKD1-mediated GLUT4 translocation can be achieved domain onto the substrate-binding site [34].",+0.0,+0.0
d9bdaafee5cb6cd0,manufacturing_constraint,unknown,low,"Together with PI4KIIIα, PI4KIIIβ makes at some stage during the initiation process of GLUT4 translocation at the up the sub-family of wortmannin-sensitive type-III PI4Ks.",+0.0,+0.0
e6a49a6c7705ef00,method_evaluation,in_vitro,med,"It is well-known that mainly present at the plasma membrane and responsible for the majority in non-stimulated cells there is a large population of PKD1 residing of PI4P production at that location, w",+0.0,+0.0
e2122343f563b723,method_evaluation,unknown,med,population redistributes to the nucleus or binds to the plasma mem- PI4KIIIβ is a soluble cytoplasmic enzyme lacking the ability to bind brane.,+0.0,+0.0
915f2ff8b7457ba0,method_evaluation,unknown,med,"It is recruited to TGN/endosomes via binding to proteins TGN, where it is known to mediate fission of vesicles with cargo for resident to those organelles, most notably acyl-CoA binding domain- transl",+0.0,+0.0
88a4f473012d0806,regulatory_risk,unknown,low,These latter domains contain sites for post-translational modifi- translocation it is important to identify proteins with a PKD1 consensus cations and are involved in binding to regulatory proteins [5,+3.0,+0.0
fd457e8349c2a667,efficacy_result,unknown,med,"However, transferase activity involved in fission of vesicles from the TGN to the structural analysis of the protein complex between Ser294- plasma membrane.",+0.0,+0.0
0bca2809a8aec568,method_evaluation,in_vitro,med,Also from atory for PKD1-mediated translocation of vesicles from TGN to the another research angle there is interest in developing specific inhibitors plasma membrane in HEK cells.,+0.0,+0.0
60c4a11ac6a27b14,decision_point,unknown,low,"This interaction is important for the endosomal sorting of VAMP3 [54], which step subsequently may be crucial for contraction-induced GLUT4 translocation [10].",+0.0,+0.0
9cb140bb09340a5b,method_evaluation,unknown,med,"This endosomal localization of Rab11 is then important for transport of vesicles from endosomes to the plasma membrane [55,56].",+0.0,+0.0
fc1ee1928ddd7de0,efficacy_result,unknown,med,"main phosphatidylinositol-4 phosphate species within the TGN/endo- in contraction-induced PKD1-mediated GLUT4 translocation include the somes, whereas PI(4,5)P2 formation is more associated with the p",+0.0,+0.0
5c42555ba0ad42a5,decision_point,unknown,med,"AMPK subsequently phosphorylates members of a subfamily of Rab GTPase-activating proteins (RabGAPs) with TBC domains, being TBC1D1 and/or TBC1D4.",+0.0,+0.0
