source_path,destination_path,detected_domain,keep_skip_review,confidence,title,reason
cache\rss\c95c6721ec85403069b7836f58be42db807745add4e628822cf03a113864bd23.pdf,main_pdfs_corrected\physics\review\rss\c95c6721ec85403069b7836f58be42db807745add4e628822cf03a113864bd23.pdf,physics,review,low,Intraflagellar transport of tubulin maintains steady-state axoneme integrity in C. elegans cilia,mixed or weak signals; construction=structural; building_context=none; contamination=none; climate=none
cache\rss\ce7b8d86305c01a815ed2e388580c700.pdf,main_pdfs_corrected\physics\review\rss\ce7b8d86305c01a815ed2e388580c700.pdf,physics,review,low,Configuration-dependent electronic and optical properties of 2D Mo$_{1-x}$W$_x$S$_2$ alloys across the full composition range,mixed or weak signals; construction=structural; building_context=none; contamination=none; climate=none
cache\rss\d0733a465387278f09882fc2923a83c4.pdf,main_pdfs_corrected\physics\review\rss\d0733a465387278f09882fc2923a83c4.pdf,physics,review,low,Inverse design of exceptional points in a single-resonance two-port network,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
cache\rss\d0c92412776afd6534270d7c795464c70a74dbbacbc9b1d7af5124270baf43f8.pdf,main_pdfs_corrected\unknown\review\rss\d0c92412776afd6534270d7c795464c70a74dbbacbc9b1d7af5124270baf43f8.pdf,unknown,review,low,50345219,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
cache\rss\d1f9e3b818525bded27a9a17ff240241d81bfca3025caf5813bf06223802de7f.pdf,main_pdfs_corrected\biomedical\review\rss\d1f9e3b818525bded27a9a17ff240241d81bfca3025caf5813bf06223802de7f.pdf,biomedical,review,med,Quantitative Framework for Assessing Mesenchymal Stem Cell Quality Driven by Poised Enhancer Decommissioning,mixed or weak signals; construction=none; building_context=none; contamination=stem cell; climate=none
cache\rss\d302404900c1fe17ede747bf27ffa1ad.pdf,main_pdfs_corrected\physics\review\rss\d302404900c1fe17ede747bf27ffa1ad.pdf,physics,review,low,Quantum Landscape of Superconducting Diodes,mixed or weak signals; construction=materials; building_context=none; contamination=none; climate=none
cache\rss\d31028b15447592f8300e7e94bf08290.pdf,main_pdfs_corrected\physics\review\rss\d31028b15447592f8300e7e94bf08290.pdf,physics,review,med,Environment-dependent tight-binding models from ab initio pseudo-atomic orbital Hamiltonians,"mixed or weak signals; construction=code, structural; building_context=none; contamination=none; climate=none"
cache\rss\d358b4d8dc40d7a19922e992f4b7fcda.pdf,main_pdfs_corrected\physics\review\rss\d358b4d8dc40d7a19922e992f4b7fcda.pdf,physics,review,low,Anomalous Platinum and Oxygen Transport during Electroforming of NbO Memristors,mixed or weak signals; construction=materials; building_context=none; contamination=none; climate=none
cache\rss\d3a4586aa22f35a0cb54661ab5a80faa.pdf,main_pdfs_corrected\unknown\review\rss\d3a4586aa22f35a0cb54661ab5a80faa.pdf,unknown,review,low,Goxpyriment: A Go Framework for Behavioral and Cognitive Experiments,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
cache\rss\d558418180cd10045eab4512f65efc4f1dff78fb863d5131b3b14c1c684b91ba.pdf,main_pdfs_corrected\mixed\review\rss\d558418180cd10045eab4512f65efc4f1dff78fb863d5131b3b14c1c684b91ba.pdf,mixed,review,low,Canadian climate normals 1951-1980 - Normales climatiques au Canada 1951-1980 v.8,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=climate normals
cache\rss\d72f198adc9a2aa9570731d3cf420c5ed9d580d034986ba17a9f304b227ca5f3.pdf,main_pdfs_corrected\unknown\review\rss\d72f198adc9a2aa9570731d3cf420c5ed9d580d034986ba17a9f304b227ca5f3.pdf,unknown,review,low,Togaram Ensures Axial Alignment of the Sperm Neck,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
cache\rss\daa27ec361f5f12da5e021bc691143b30ceca727caa4c6012ab12632dc4ae5f6.pdf,main_pdfs_corrected\physics\review\rss\daa27ec361f5f12da5e021bc691143b30ceca727caa4c6012ab12632dc4ae5f6.pdf,physics,review,low,Derivation and characterization of an embryonic-derived muscle progenitor cell line from Atlantic salmon (Salmo salar),mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
cache\rss\dbbfe43f940f8291e160b80aa221924a.pdf,main_pdfs_corrected\unknown\review\rss\dbbfe43f940f8291e160b80aa221924a.pdf,unknown,review,low,Cell-cell adhesion cannot sustain extended follower streams in a minimal non-local model of leader-follower migration,mixed or weak signals; construction=code; building_context=none; contamination=none; climate=none
cache\rss\df3719b603c42590735c52e1a48f00b7.pdf,main_pdfs_corrected\physics\review\rss\df3719b603c42590735c52e1a48f00b7.pdf,physics,review,low,Iron spin crossover in ferropericlase and its effect on lower-mantle,mixed or weak signals; construction=materials; building_context=none; contamination=none; climate=none
cache\rss\e02d16c3dab5447f54da605d4eb1302ef2474ec88179c89e127773fd28af8799.pdf,main_pdfs_corrected\physics\review\rss\e02d16c3dab5447f54da605d4eb1302ef2474ec88179c89e127773fd28af8799.pdf,physics,review,low,NPP-21/TPR is required for developmental control of spindle checkpoint strength in C. elegans,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
cache\rss\e362ed8e2f10fb8441622fe5b28f3214.pdf,main_pdfs_corrected\materials_science\review\rss\e362ed8e2f10fb8441622fe5b28f3214.pdf,materials_science,review,low,Generative design of inorganic materials,mixed or weak signals; construction=materials; building_context=none; contamination=none; climate=none
cache\rss\e591de8da0b5b75b5950cb18b2cb2bba.pdf,main_pdfs_corrected\unknown\review\rss\e591de8da0b5b75b5950cb18b2cb2bba.pdf,unknown,review,low,Absolute Concentration Robustness of Non-Redundant Zero-One Networks with Conservation Laws,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
cache\rss\e7f21b73689b57dfea8b9a07489e8dc1.pdf,main_pdfs_corrected\physics\review\rss\e7f21b73689b57dfea8b9a07489e8dc1.pdf,physics,review,low,Ultra-high-vacuum cluster tool for epitaxial synthesis and optical spectroscopy of reactive 2D materials,mixed or weak signals; construction=materials; building_context=none; contamination=none; climate=none
cache\rss\ec808a0f87695ed6fcb36f8559329dd2.pdf,main_pdfs_corrected\unknown\review\rss\ec808a0f87695ed6fcb36f8559329dd2.pdf,unknown,review,low,Pareto-Optimal Offline Reinforcement Learning via Smooth Tchebysheff Scalarization,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
cache\rss\eecaa24c57cb492f8db9a226d2bad6ee.pdf,main_pdfs_corrected\materials_science\review\rss\eecaa24c57cb492f8db9a226d2bad6ee.pdf,materials_science,review,med,Material-Agnostic Zero-Shot Thermal Inference for Metal Additive Manufacturing via a Parametric PINN Framework,"mixed or weak signals; construction=materials, structural; building_context=none; contamination=none; climate=none"
cache\rss\f2e859eb8e775f575384cf8f78557743.pdf,main_pdfs_corrected\physics\review\rss\f2e859eb8e775f575384cf8f78557743.pdf,physics,review,low,Sensitivity Improvement by Sample Vibration Excitation in Resistivity Measurement for Non-Magnetic Material Using MFM,mixed or weak signals; construction=materials; building_context=none; contamination=none; climate=none
cache\rss\f3ef9e52833931b536670d3d7d70ff5c.pdf,main_pdfs_corrected\unknown\review\rss\f3ef9e52833931b536670d3d7d70ff5c.pdf,unknown,review,low,Transcriptomic Models for Immunotherapy Response Prediction,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
cache\rss\f8a9a3a4c38d82e17e7553ba5fceb2a9.pdf,main_pdfs_corrected\physics\review\rss\f8a9a3a4c38d82e17e7553ba5fceb2a9.pdf,physics,review,low,"Xilai Bao1,2†, Oleksandr V. Pylypovskyi3,4†, Huali Yang1*, Yali Xie1*, Damien Faurie5, Fatih",mixed or weak signals; construction=materials; building_context=none; contamination=none; climate=none
cache\rss\f8d8dea2aaad493671e2bf6125d183db.pdf,main_pdfs_corrected\physics\review\rss\f8d8dea2aaad493671e2bf6125d183db.pdf,physics,review,low,Spin-Valley-Mismatched Altermagnet for Giant Tunneling Magnetoresistance,mixed or weak signals; construction=materials; building_context=none; contamination=none; climate=none
cache\rss\fbce27a07f3b858fe1b004fe4e2a9b6e.pdf,main_pdfs_corrected\physics\review\rss\fbce27a07f3b858fe1b004fe4e2a9b6e.pdf,physics,review,low,Nonmagnetic-magnetic Transitions in Rutile RuO2,mixed or weak signals; construction=structural; building_context=none; contamination=none; climate=none
cache\rss\fd8842acb0e810901d035f067b951c99.pdf,main_pdfs_corrected\physics\review\rss\fd8842acb0e810901d035f067b951c99.pdf,physics,review,low,Ultra-high THz-field-confinement at LaAlO twin walls,mixed or weak signals; construction=materials; building_context=none; contamination=none; climate=none
cache\rss\fdfb247434019cdcefead11c2f984311.pdf,main_pdfs_corrected\biomedical\review\rss\fdfb247434019cdcefead11c2f984311.pdf,biomedical,review,low,Polyformer: a generative framework for thermodynamic modeling of polymeric molecules,mixed or weak signals; construction=none; building_context=none; contamination=protein; climate=none
input\pdfs\biohacking_longevity\longevity_v1\A-Replicase-Clamp-Binding-Dynamin-like-Protein-Promotes-Colocaliz_2013_Cell-.pdf,main_pdfs_corrected\biomedical\review\pdfs\biohacking_longevity\longevity_v1\A-Replicase-Clamp-Binding-Dynamin-like-Protein-Promotes-Colocaliz_2013_Cell-.pdf,biomedical,review,low,A Replicase Clamp-Binding Dynamin-like Protein Promotes Colocalization of Nascent DNA Strands and Equipartitioning of Chromosomes in E.&nbsp;coli,mixed or weak signals; construction=none; building_context=none; contamination=protein; climate=none
input\pdfs\biohacking_longevity\longevity_v1\Autophagy-and-metabolic-aging--Current-_2024_Biochimica-et-Biophysica-Acta--.pdf,main_pdfs_corrected\unknown\review\pdfs\biohacking_longevity\longevity_v1\Autophagy-and-metabolic-aging--Current-_2024_Biochimica-et-Biophysica-Acta--.pdf,unknown,review,low,Autophagy and metabolic aging: Current understanding and future applications,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\biohacking_longevity\longevity_v1\Corrigendum-to--MageC2-protein-is-upregulated-by-oncogen_2024_Biochimica-et-.pdf,main_pdfs_corrected\biomedical\review\pdfs\biohacking_longevity\longevity_v1\Corrigendum-to--MageC2-protein-is-upregulated-by-oncogen_2024_Biochimica-et-.pdf,biomedical,review,low,"Corrigendum to “MageC2 protein is upregulated by oncogenic activation of MAPK pathway and causes impairment of the p53 transactivation function” [Biochim. Biophys. Acta, Mol. Cell Res. vol. 1868 (Issue 3) (March 2021) 118918]",mixed or weak signals; construction=none; building_context=none; contamination=protein; climate=none
input\pdfs\biohacking_longevity\longevity_v1\Differential-Translation-Tunes-Uneven-Production-of-Operon-En_2013_Cell-Repo.pdf,main_pdfs_corrected\biomedical\review\pdfs\biohacking_longevity\longevity_v1\Differential-Translation-Tunes-Uneven-Production-of-Operon-En_2013_Cell-Repo.pdf,biomedical,review,low,Differential Translation Tunes Uneven Production of Operon-Encoded Proteins,mixed or weak signals; construction=none; building_context=none; contamination=protein; climate=none
input\pdfs\biohacking_longevity\longevity_v1\Divergent-Contributions-of-Conserved-Active-Site-Residues-to-Tra_2013_Cell-R.pdf,main_pdfs_corrected\materials_science\review\pdfs\biohacking_longevity\longevity_v1\Divergent-Contributions-of-Conserved-Active-Site-Residues-to-Tra_2013_Cell-R.pdf,materials_science,review,low,Divergent Contributions of Conserved Active Site Residues to Transcription by Eukaryotic RNA Polymerases I and II,mixed or weak signals; construction=structural; building_context=none; contamination=protein; climate=none
input\pdfs\biohacking_longevity\longevity_v1\DREADDs-in-Drosophila--A-Pharmacogenetic-Approach-for-Controllin_2013_Cell-R.pdf,main_pdfs_corrected\unknown\review\pdfs\biohacking_longevity\longevity_v1\DREADDs-in-Drosophila--A-Pharmacogenetic-Approach-for-Controllin_2013_Cell-R.pdf,unknown,review,low,"DREADDs in Drosophila: A Pharmacogenetic Approach for Controlling Behavior, Neuronal Signaling, and Physiology in the Fly",mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\biohacking_longevity\longevity_v1\Editorial-Boar_2024_Biochimica-et-Biophysica-Acta--BBA----Molecular-Cell-Res.pdf,main_pdfs_corrected\unknown\review\pdfs\biohacking_longevity\longevity_v1\Editorial-Boar_2024_Biochimica-et-Biophysica-Acta--BBA----Molecular-Cell-Res.pdf,unknown,review,low,Biochimica et Biophysica Acta Founded in 1947 by H.G.K. Westenbrink,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\biohacking_longevity\longevity_v1\Endothelial-Jagged-1-Is-Necessary-for-Homeostatic-and-Regener_2013_Cell-Repo.pdf,main_pdfs_corrected\unknown\review\pdfs\biohacking_longevity\longevity_v1\Endothelial-Jagged-1-Is-Necessary-for-Homeostatic-and-Regener_2013_Cell-Repo.pdf,unknown,review,low,Endothelial Jagged-1 Is Necessary for Homeostatic and Regenerative Hematopoiesis,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\biohacking_longevity\longevity_v1\Extensive-Cooperation-of-Immune-Master-Regulators-IRF3-and-NF-B-i_2013_Cell-.pdf,main_pdfs_corrected\materials_science\review\pdfs\biohacking_longevity\longevity_v1\Extensive-Cooperation-of-Immune-Master-Regulators-IRF3-and-NF-B-i_2013_Cell-.pdf,materials_science,review,low,Extensive Cooperation of Immune Master Regulators IRF3 and NFκB in RNA Pol II Recruitment and Pause Release in Human Innate Antiviral Transcription,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\biohacking_longevity\longevity_v1\Fe-S-cluster-homeostasis-and-beyond--_2024_Biochimica-et-Biophysica-Acta--BB.pdf,main_pdfs_corrected\unknown\review\pdfs\biohacking_longevity\longevity_v1\Fe-S-cluster-homeostasis-and-beyond--_2024_Biochimica-et-Biophysica-Acta--BB.pdf,unknown,review,low,Fe-S cluster homeostasis and beyond: The multifaceted roles of IscR,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\biohacking_longevity\longevity_v1\Golgi-Protein-ACBD3-Mediates-Neurotoxicity-Associated-with-Hu_2013_Cell-Repo.pdf,main_pdfs_corrected\biomedical\review\pdfs\biohacking_longevity\longevity_v1\Golgi-Protein-ACBD3-Mediates-Neurotoxicity-Associated-with-Hu_2013_Cell-Repo.pdf,biomedical,review,low,Golgi Protein ACBD3 Mediates Neurotoxicity Associated with Huntington's Disease,mixed or weak signals; construction=none; building_context=none; contamination=protein; climate=none
input\pdfs\biohacking_longevity\longevity_v1\Human-Stem-Cell-Derived-Spinal-Cord-Astrocytes-with-Defined-Ma_2013_Cell-Rep.pdf,main_pdfs_corrected\biomedical\review\pdfs\biohacking_longevity\longevity_v1\Human-Stem-Cell-Derived-Spinal-Cord-Astrocytes-with-Defined-Ma_2013_Cell-Rep.pdf,biomedical,review,med,Human Stem Cell-Derived Spinal Cord Astrocytes with Defined Mature or Reactive Phenotypes,mixed or weak signals; construction=none; building_context=none; contamination=stem cell; climate=none
input\pdfs\biohacking_longevity\longevity_v1\Increased-Mammalian-Lifespan-and-a-Segmental-and-Tissue-Specific_2013_Cell-R.pdf,main_pdfs_corrected\biomedical\review\pdfs\biohacking_longevity\longevity_v1\Increased-Mammalian-Lifespan-and-a-Segmental-and-Tissue-Specific_2013_Cell-R.pdf,biomedical,review,med,Increased Mammalian Lifespan and a Segmental and Tissue-Specific Slowing of Aging after Genetic Reduction of mTOR Expression,mixed or weak signals; construction=none; building_context=none; contamination=biological sample; climate=none
input\pdfs\biohacking_longevity\longevity_v1\Insulin-Biosynthetic-Interaction-Network-Component--TMEM24--Fac_2013_Cell-Re.pdf,main_pdfs_corrected\physics\review\pdfs\biohacking_longevity\longevity_v1\Insulin-Biosynthetic-Interaction-Network-Component--TMEM24--Fac_2013_Cell-Re.pdf,physics,review,low,"Insulin Biosynthetic Interaction Network Component, TMEM24, Facilitates Insulin Reserve Pool Release",mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\biohacking_longevity\longevity_v1\Localization-Dependent-and--Independent-Roles-of-SLX4-in-Regu_2013_Cell-Repo.pdf,main_pdfs_corrected\unknown\review\pdfs\biohacking_longevity\longevity_v1\Localization-Dependent-and--Independent-Roles-of-SLX4-in-Regu_2013_Cell-Repo.pdf,unknown,review,low,Localization-Dependent and -Independent Roles of SLX4 in Regulating Telomeres,mixed or weak signals; construction=structural; building_context=none; contamination=protein; climate=none
input\pdfs\biohacking_longevity\longevity_v1\Mitophagy-at-the-crossroads-of-cancer-developmen_2024_Biochimica-et-Biophysi.pdf,main_pdfs_corrected\unknown\review\pdfs\biohacking_longevity\longevity_v1\Mitophagy-at-the-crossroads-of-cancer-developmen_2024_Biochimica-et-Biophysi.pdf,unknown,review,low,Mitophagy at the crossroads of cancer development: Exploring the role of mitophagy in tumor progression and therapy resistance,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\biohacking_longevity\longevity_v1\Multiple-Regulatory-Layers-of-SREBP1-2-by-SIRT6_2013_Cell-Reports.pdf,main_pdfs_corrected\biomedical\review\pdfs\biohacking_longevity\longevity_v1\Multiple-Regulatory-Layers-of-SREBP1-2-by-SIRT6_2013_Cell-Reports.pdf,biomedical,review,low,Multiple Regulatory Layers of SREBP1/2 by SIRT6,mixed or weak signals; construction=none; building_context=none; contamination=protein; climate=none
input\pdfs\biohacking_longevity\longevity_v1\NLRP3-Inflammasome-Blockade-Inhibits-VEGF-A-Induced-Age-Relate_2013_Cell-Rep.pdf,main_pdfs_corrected\unknown\review\pdfs\biohacking_longevity\longevity_v1\NLRP3-Inflammasome-Blockade-Inhibits-VEGF-A-Induced-Age-Relate_2013_Cell-Rep.pdf,unknown,review,low,NLRP3 Inflammasome Blockade Inhibits VEGF-A-Induced Age-Related Macular Degeneration,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\biohacking_longevity\longevity_v1\Nonautonomous-Regulation-of-Neuronal-Migration-by-Insulin-Sign_2013_Cell-Rep.pdf,main_pdfs_corrected\unknown\review\pdfs\biohacking_longevity\longevity_v1\Nonautonomous-Regulation-of-Neuronal-Migration-by-Insulin-Sign_2013_Cell-Rep.pdf,unknown,review,low,"Nonautonomous Regulation of Neuronal Migration by Insulin Signaling, DAF-16/FOXO, and PAK-1",mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\biohacking_longevity\longevity_v1\On-the-path-to--Fe-S--protein-matura_2024_Biochimica-et-Biophysica-Acta--BBA.pdf,main_pdfs_corrected\biomedical\review\pdfs\biohacking_longevity\longevity_v1\On-the-path-to--Fe-S--protein-matura_2024_Biochimica-et-Biophysica-Acta--BBA.pdf,biomedical,review,low,On the path to [Fe-S] protein maturation: A personal perspective,mixed or weak signals; construction=none; building_context=none; contamination=protein; climate=none
input\pdfs\biohacking_longevity\longevity_v1\Overexpression-of-PEX14-results-in-mistargeting-to_2024_Biochimica-et-Biophy.pdf,main_pdfs_corrected\materials_science\review\pdfs\biohacking_longevity\longevity_v1\Overexpression-of-PEX14-results-in-mistargeting-to_2024_Biochimica-et-Biophy.pdf,materials_science,review,low,"Overexpression of PEX14 results in mistargeting to mitochondria, accompanied by organelle fragmentation and clustering in human embryonic kidney cells",mixed or weak signals; construction=materials; building_context=none; contamination=protein; climate=none
input\pdfs\biohacking_longevity\longevity_v1\Preconfigured--Skewed-Distribution-of-Firing-Rates-in-the-Hipp_2013_Cell-Rep.pdf,main_pdfs_corrected\unknown\review\pdfs\biohacking_longevity\longevity_v1\Preconfigured--Skewed-Distribution-of-Firing-Rates-in-the-Hipp_2013_Cell-Rep.pdf,unknown,review,low,"Preconfigured, Skewed Distribution of Firing Rates in the Hippocampus and Entorhinal Cortex",mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\biohacking_longevity\longevity_v1\Protein-kinase-D1-and-downstream-signaling-m_2024_Biochimica-et-Biophysica-A.pdf,main_pdfs_corrected\biomedical\review\pdfs\biohacking_longevity\longevity_v1\Protein-kinase-D1-and-downstream-signaling-m_2024_Biochimica-et-Biophysica-A.pdf,biomedical,review,low,Protein kinase-D1 and downstream signaling mechanisms involved in GLUT4 translocation in cardiac muscle,mixed or weak signals; construction=none; building_context=none; contamination=protein; climate=none
input\pdfs\biohacking_longevity\longevity_v1\RAG2-s-Acidic-Hinge-Restricts-Repair-Pathway-Choice-and-Promot_2013_Cell-Rep.pdf,main_pdfs_corrected\unknown\review\pdfs\biohacking_longevity\longevity_v1\RAG2-s-Acidic-Hinge-Restricts-Repair-Pathway-Choice-and-Promot_2013_Cell-Rep.pdf,unknown,review,low,RAG2's Acidic Hinge Restricts Repair-Pathway Choice and Promotes Genomic Stability,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\biohacking_longevity\longevity_v1\Selective-Small-Molecule-Targeting---Catenin-Function-Discovere_2013_Cell-Re.pdf,main_pdfs_corrected\unknown\review\pdfs\biohacking_longevity\longevity_v1\Selective-Small-Molecule-Targeting---Catenin-Function-Discovere_2013_Cell-Re.pdf,unknown,review,low,Selective Small Molecule Targeting &beta;-Catenin Function Discovered by In&nbsp;Vivo Chemical Genetic Screen,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\biohacking_longevity\longevity_v1\SLX4-Assembles-a-Telomere-Maintenance-Toolkit-by-Bridging-Multi_2013_Cell-Re.pdf,main_pdfs_corrected\unknown\review\pdfs\biohacking_longevity\longevity_v1\SLX4-Assembles-a-Telomere-Maintenance-Toolkit-by-Bridging-Multi_2013_Cell-Re.pdf,unknown,review,low,SLX4 Assembles a Telomere Maintenance Toolkit by Bridging Multiple Endonucleases with Telomeres,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\biohacking_longevity\longevity_v1\The-RNA-Methyltransferase-Dnmt2-Is-Required-for-Efficient-Dicer-_2013_Cell-R.pdf,main_pdfs_corrected\unknown\review\pdfs\biohacking_longevity\longevity_v1\The-RNA-Methyltransferase-Dnmt2-Is-Required-for-Efficient-Dicer-_2013_Cell-R.pdf,unknown,review,low,The RNA Methyltransferase Dnmt2 Is Required for Efficient Dicer-2-Dependent siRNA Pathway Activity in Drosophila,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\biohacking_longevity\longevity_v1\The-XLID-Protein-PQBP1-and-the-GTPase-Dynamin-2-Define-a-Signalin_2013_Cell-.pdf,main_pdfs_corrected\biomedical\review\pdfs\biohacking_longevity\longevity_v1\The-XLID-Protein-PQBP1-and-the-GTPase-Dynamin-2-Define-a-Signalin_2013_Cell-.pdf,biomedical,review,low,The XLID Protein PQBP1 and the GTPase Dynamin 2 Define a Signaling Link that Orchestrates Ciliary Morphogenesis in Postmitotic Neurons,mixed or weak signals; construction=none; building_context=none; contamination=protein; climate=none
input\pdfs\biohacking_longevity\longevity_v1\UKLF-PCBP2-axis-governs-the-colorectal-canc_2024_Biochimica-et-Biophysica-Ac.pdf,main_pdfs_corrected\biomedical\review\pdfs\biohacking_longevity\longevity_v1\UKLF-PCBP2-axis-governs-the-colorectal-canc_2024_Biochimica-et-Biophysica-Ac.pdf,biomedical,review,low,UKLF/PCBP2 axis governs the colorectal cancer development by transcriptionally activating SLC39A4,mixed or weak signals; construction=none; building_context=none; contamination=protein; climate=none
input\pdfs\neuroscience_cognition\A-Developmental-Framework-for-Graft-Formation-and-.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\A-Developmental-Framework-for-Graft-Formation-and-.pdf,unknown,review,low,A Developmental Framework for Graft Formation and Vascular Reconnection in Arabidopsis thaliana,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\A-Transcriptomic-Phylogenomic-Analysis-of-the-Evol.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\A-Transcriptomic-Phylogenomic-Analysis-of-the-Evol.pdf,unknown,review,low,A Transcriptomic-Phylogenomic Analysis of the Evolutionary Relationships of Flatworms,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Alcino-Silva_curbio.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Alcino-Silva_curbio.pdf,unknown,review,low,Alcino Silva,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Alterations-of-Hippocampal-Place-Cells-in-Foraging.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Alterations-of-Hippocampal-Place-Cells-in-Foraging.pdf,unknown,review,low,Alterations of Hippocampal Place Cells in Foraging Rats Facing a ``Predatory'' Threat,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Attractor-dynamics-of-working-memory-explain-a-con.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Attractor-dynamics-of-working-memory-explain-a-con.pdf,unknown,review,low,Attractor dynamics of working memory explain a concurrent evolution of stimulus-specific and decision-consistent biases in visual estimation,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Bat-flight_curbio.pdf,main_pdfs_corrected\materials_science\review\pdfs\neuroscience_cognition\Bat-flight_curbio.pdf,materials_science,review,low,Bat flight,mixed or weak signals; construction=materials; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\BOLD-fMRI-Correlation-Reflects-Frequency-Specific-.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\BOLD-fMRI-Correlation-Reflects-Frequency-Specific-.pdf,unknown,review,low,BOLD fMRI Correlation Reflects Frequency-Specific Neuronal Correlation,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Can-zoos-offer-more-than-entertainment-_curbio.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Can-zoos-offer-more-than-entertainment-_curbio.pdf,unknown,review,low,Can zoos offer more than entertainment?,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Chromothripsis_curbio.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Chromothripsis_curbio.pdf,unknown,review,low,Chromothripsis,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Complete-Genomes-Reveal-Signatures-of-Demographic-.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Complete-Genomes-Reveal-Signatures-of-Demographic-.pdf,unknown,review,low,Complete Genomes Reveal Signatures of Demographic and Genetic Declines in the Woolly Mammoth,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Connectomics-Based-Analysis-of-Information-Flow-in.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Connectomics-Based-Analysis-of-Information-Flow-in.pdf,unknown,review,low,Connectomics-Based Analysis of Information Flow in the Drosophila Brain,mixed or weak signals; construction=structural; building_context=none; contamination=none; climate=none
input\pdfs\neuroscience_cognition\Cross-referencing-online-activity-with-the-connect.pdf,main_pdfs_corrected\biomedical\review\pdfs\neuroscience_cognition\Cross-referencing-online-activity-with-the-connect.pdf,biomedical,review,low,Cross-referencing online activity with the connectome to identify a neglected but well-connected neuron,mixed or weak signals; construction=none; building_context=none; contamination=protein; climate=none
input\pdfs\neuroscience_cognition\Cyclin-E-Deregulation-Promotes-Loss-of-Specific-Ge.pdf,main_pdfs_corrected\unknown\review\pdfs\neuroscience_cognition\Cyclin-E-Deregulation-Promotes-Loss-of-Specific-Ge.pdf,unknown,review,low,Cyclin E Deregulation Promotes Loss of Specific Genomic Regions,mixed or weak signals; construction=none; building_context=none; contamination=none; climate=none
