event_id,research_domain,event_type,study_stage,biological_system,application_area,outcome,failure_reason,decision_taken,decision_driver,evidence_snippet,evidence_strength,confidence,source_id,doc_id,chunk_id,page_number,created_at
8734881ddc6ba9e6,construction_science,decision_point,clinical,,,unknown,unknown,escalated,,Myocell SDF-1 is currently in Phase I clinical trials.,moderate,low,4c4341fdbbce4ece,7f87f1c19ab78428,9f0cf3aa315921ed,2,2026-02-01T10:31:01Z
b93ecbced4614451,construction_science,decision_point,clinical,,,unknown,unknown,escalated,,"ixmyelocel-T – Stem Cell Therapy (Fast Track) Sponsor - Aastrom Critical Limb Ischemia Shortly after the PhRMA report was released, Aastrom announced that they would end the Phase III clinical study of ixmyelocel-T as a treatment for Critical Limb Ischemia, which had been granted a Fast Track Designation from FDA.",moderate,low,4c4341fdbbce4ece,7f87f1c19ab78428,9f0cf3aa315921ed,2,2026-02-01T10:31:01Z
67d8f104f17eb53b,construction_science,decision_point,clinical,,,unknown,unknown,escalated,,Instead they are choosing to focus on ixmyelocel-T as a treatment for Dilated Cardiomyopathy (DCM) that has completed a Phase II clinical trial and has received Orphan Drug Status from FDA.,moderate,med,4c4341fdbbce4ece,7f87f1c19ab78428,9f0cf3aa315921ed,2,2026-02-01T10:31:01Z
06b14948f6dc98f0,construction_science,regulatory_risk,clinical,,,unknown,regulatory,escalated,,"The optimal use of our resources at this time is to focus …where clinical development may require smaller studies with lower costs and a shorter path to regulatory approval.""",weak,med,4c4341fdbbce4ece,7f87f1c19ab78428,9f0cf3aa315921ed,2,2026-02-01T10:31:01Z
600a471aeb0a91ef,construction_science,method_evaluation,unknown,,,unknown,unknown,unknown,,Aastrom manufactures its autologous stem cell product under cGMP conditions.,moderate,med,4c4341fdbbce4ece,7f87f1c19ab78428,a2eedcae5543e397,3,2026-02-01T10:31:01Z
c0aa0e070c0187db,construction_science,manufacturing_constraint,clinical,,,unknown,scalability,unknown,,"Manufacturing capacity is currently at 3,000 patients per year.",moderate,med,4c4341fdbbce4ece,7f87f1c19ab78428,a2eedcae5543e397,3,2026-02-01T10:31:01Z
73162d35b30d5486,construction_science,efficacy_result,clinical,,,successful,scalability,escalated,,"The product has completed a Phase II/III clinical study and according to the Vital Therapies website is “in the process of finalizing a pivotal clinical trial program designed to support ELAD's potential approval in the United States, Europe, Australia and New Zealand.",moderate,med,4c4341fdbbce4ece,7f87f1c19ab78428,a2eedcae5543e397,3,2026-02-01T10:31:01Z
fdd4dd915612474d,construction_science,decision_point,in_vitro,,,unknown,unknown,escalated,,"We expect to initiate this clinical program in Q1 2013.” ELAD is made up of a cartridge, which contains proprietary C3A human hepatocyte cells licensed from Wistar Institute and further developed by Baylor College.",moderate,med,4c4341fdbbce4ece,7f87f1c19ab78428,a2eedcae5543e397,3,2026-02-01T10:31:01Z
0a66c57fa353e294,construction_science,decision_point,clinical,,,unknown,unknown,escalated,,StemEx is currently in a Phase III clinical trial for treatment of hematological malignancies.,moderate,med,4c4341fdbbce4ece,7f87f1c19ab78428,05a4933dc5fb7b72,4,2026-02-01T10:31:01Z
c19e69e85dab7d38,construction_science,decision_point,clinical,,,unknown,unknown,escalated,,LaViv – Fibroblast Cell Therapy Sponsor – Fibrocell Science Scars LAVIV for treatment of scaring has completed a Phase II/III clinical study.,moderate,low,4c4341fdbbce4ece,7f87f1c19ab78428,05a4933dc5fb7b72,4,2026-02-01T10:31:01Z
d67b639753fbac98,construction_science,decision_point,in_vitro,,,unknown,unknown,escalated,,"According to the clinical trials.gov listing for their Phase II study, “The drug product studied in this protocol consists of autologous CD34+ hematopoietic stem/progenitor cells engineered ex vivo with a retroviral vector",moderate,med,4c4341fdbbce4ece,7f87f1c19ab78428,05a4933dc5fb7b72,4,2026-02-01T10:31:02Z
a4b790299cb7bc20,construction_science,efficacy_result,clinical,,,unknown,unknown,escalated,,"In February 2012, Baxter announced that they were launching a Phase III clinical study for this product to evaluate safety and efficacy and according to Clinical Trials.gov it is still enrolling.",moderate,low,4c4341fdbbce4ece,7f87f1c19ab78428,aee7c51b9043aba7,5,2026-02-01T10:31:02Z
c7ad58b81c5c6166,construction_science,manufacturing_constraint,in_vitro,,,unknown,scalability,unknown,,Cells are collected and processed then delivered back into the patient through 10 intramycardial injections into targeted areas of the heart.,moderate,med,4c4341fdbbce4ece,7f87f1c19ab78428,aee7c51b9043aba7,5,2026-02-01T10:31:02Z
ed53dcfe728cb5fc,construction_science,manufacturing_constraint,unknown,,,unknown,scalability,unknown,,"In a February 2012, Baxter press release the company stated that, “Stem cell processing will be conducted in GMP facilities in the United States by Progenitor Cell Therapy (PCT), a subsidiary of NeoStem, Inc.” Myocardial ischemia happens when blood flow to heart muscle is reduced because of coronary artery blockage, either partial or complete.",moderate,med,4c4341fdbbce4ece,7f87f1c19ab78428,aee7c51b9043aba7,5,2026-02-01T10:31:02Z
a92c9e59aac019b7,construction_science,decision_point,clinical,,,unknown,unknown,escalated,,"According to Clinical Trials.gov, Neurotech has completed a Phase II/III for early stage RP and a Phase II/III for late stage RP and has another trial currently recruiting.",moderate,med,4c4341fdbbce4ece,7f87f1c19ab78428,aee7c51b9043aba7,5,2026-02-01T10:31:02Z
304e213f5a05716f,construction_science,manufacturing_constraint,in_vitro,,,unknown,scalability,unknown,,"After filling the implants with cells in their Rhode Island manufacturing facility, Neurotech Pharmaceuticals ships implants to ophthalmic surgeons for implantation into patients.",moderate,med,4c4341fdbbce4ece,7f87f1c19ab78428,ecc55a6be1869a56,6,2026-02-01T10:31:02Z
941c56796843c0b3,construction_science,decision_point,clinical,,,unknown,unknown,escalated,,Neocart (autologous chondrocyte implantation) - Cell Therapy Sponsor – Histogenics Cartilage Disorders Neocart is currently being evaluated in Phase II/III clinical trials.,moderate,low,4c4341fdbbce4ece,7f87f1c19ab78428,ecc55a6be1869a56,6,2026-02-01T10:31:02Z
8618a859d872cc8d,construction_science,decision_point,clinical,,,unknown,unknown,escalated,,The Phase III clinical trial is for treatment of cartilage defects in the knee and is currently active.,moderate,med,4c4341fdbbce4ece,7f87f1c19ab78428,ecc55a6be1869a56,6,2026-02-01T10:31:02Z
80ac621e01325e7a,construction_science,decision_point,clinical,,,unknown,unknown,escalated,,Juvenile Chondrocyte Grafts (DeNovo ET) – Cell Therapy Sponsor – ISTO Technologies Cartilage Disorders DeNovo ET has an active Phase III clinical trial for treatment of articular cartilage lesions of the knee.,moderate,med,4c4341fdbbce4ece,7f87f1c19ab78428,ecc55a6be1869a56,6,2026-02-01T10:31:02Z
98cdd8285c91b0ba,construction_science,decision_point,clinical,,,unknown,unknown,escalated,,"MACI has completed one Phase III clinical study for the treatment of articular cartilage defects in the knee compared to current standard of care, microfracture treatement.",moderate,med,4c4341fdbbce4ece,7f87f1c19ab78428,06580c58d8f73713,7,2026-02-01T10:31:03Z
3e1149bb240ba8a4,construction_science,efficacy_result,clinical,,,unknown,unknown,escalated,,MACI also has a Phase III clinical study enrolling by invitation to look at the five-year efficacy and safety for patients that previously received MACI treatment in comparison with patients that have received the microfracture treatment.,moderate,med,4c4341fdbbce4ece,7f87f1c19ab78428,06580c58d8f73713,7,2026-02-01T10:31:03Z
b75580cf3bd934c9,construction_science,toxicity_flag,in_vivo,,,unknown,toxicity_flag,unknown,,"The use, distribution or reproduction in other Introduction forums is permitted, provided the original author(s) and the copyright owner(s) are credited and that the original publication in Organ damage and degenerative diseases are caused by cell death through ageing or loss of this journal is cited, in accordance with accepted academic practice.",moderate,med,01d6b2e15e665ee4,28165a16796c20a9,2424fb87e32f0e90,1,2026-02-01T10:31:04Z
8f358fef22f6ef8e,construction_science,decision_point,clinical,,,unknown,unknown,escalated,,The TSC state can be induced overview of the mechanistic studies and clinical applications of stem cell by several methods.,moderate,low,01d6b2e15e665ee4,28165a16796c20a9,f3d4f07bc7e7009a,2,2026-02-01T10:31:04Z
8d63f09aac4d0286,construction_science,decision_point,in_vivo,,,unknown,unknown,modified,,"the retinoic acid analogue TTNPB, and the kinase blocker WS6 can induce mouse embryonic stem cells (ESCs) to exhibit a phenotype similar to that of TSCs at the fertilized egg and two-cell stages (Hu Classification of SCs et al., 2023).",moderate,med,01d6b2e15e665ee4,28165a16796c20a9,f3d4f07bc7e7009a,2,2026-02-01T10:31:04Z
92fc975f01a0c617,construction_science,decision_point,unknown,,,unknown,unknown,modified,,"USCs are derivatives (Yilmaz and Benvenisty, 2019).",moderate,low,01d6b2e15e665ee4,28165a16796c20a9,675f870eb5ac2f01,3,2026-02-01T10:31:05Z
5966461db019e4b4,construction_science,efficacy_result,in_vitro,serum/plasma,,successful,unknown,unknown,,"The use of culture systems containing their origin, differing from the broader differentiation potential human plasma and human embryo extracts maximizes the number of exhibited by their pluripotent stem cell counterparts (Barker et al., passages while maintaining the self-renewal and differentiation 2010).",moderate,med,01d6b2e15e665ee4,28165a16796c20a9,675f870eb5ac2f01,3,2026-02-01T10:31:05Z
baebba366b005e5d,construction_science,decision_point,in_vivo,,,unknown,unknown,escalated,,"In addition, compared to 2D (HSCs; responsible for the production of blood cells in the bone cultures, 3D culture systems can better mimic the microenvironment marrow) (Cho et al., 2022), mesenchymal stem cells (MSCs; differentiate of SCs in vivo and enhance the stemness of different SC species (Al into fat, cartilage, and bone cells in various tissues) (Wang et al., 2023), Madhoun et al., 2016; Thakur et al., 2022).",moderate,med,01d6b2e15e665ee4,28165a16796c20a9,675f870eb5ac2f01,3,2026-02-01T10:31:05Z
615a53a2f32d2378,construction_science,decision_point,in_vitro,,,unknown,unknown,escalated,,"The first clinical applications were in the hematological cardiac fibroblasts to cardiomyocyte-like cells with cardiac function sector, involving transplantation of hematopoietic stem cells (HSCs) in vitro (Song et al., 2012).",moderate,low,01d6b2e15e665ee4,28165a16796c20a9,c02f575212e0f90b,4,2026-02-01T10:31:06Z
adeca27075c44cc3,construction_science,manufacturing_constraint,unknown,,,unknown,scalability,unknown,,"After ensuring the human leukocyte antigen (HLA) region to find the best validity and stability of the differentiation process, cell identification HLA-matched donor and recipient.",moderate,med,01d6b2e15e665ee4,28165a16796c20a9,c02f575212e0f90b,4,2026-02-01T10:31:06Z
081c5c604335487c,construction_science,decision_point,clinical,,,unknown,unknown,replicated,,"Wiskott-Aldrich syndrome (WAS), Finally, differentiated and validated SCs are transplanted into characterized by macrothrombocytopenia, eczema, autoimmunity, patients via different vectors and scaffolds.",moderate,med,01d6b2e15e665ee4,28165a16796c20a9,c02f575212e0f90b,4,2026-02-01T10:31:06Z
82834d37ee95d721,construction_science,decision_point,unknown,,,unknown,unknown,modified,,"This mutation has been corrected in the most commonly used modality is injecting a saline suspension of the patient’s own HSCs by lentiviral transfection of the correct gene, SCs directly into the target organ or tissue (Mousaei Ghasroldasht followed by infusion of the modified HSCs into the patient, who et al., 2022).",moderate,med,01d6b2e15e665ee4,28165a16796c20a9,c02f575212e0f90b,4,2026-02-01T10:31:06Z
bd45efe85f96847f,construction_science,decision_point,in_vitro,,,unknown,unknown,escalated,,"However, due to the low adhesion of saline, only a small showed improvement in immune function and clinical symptoms number of cells may remain in the tissue following injection.",weak,low,01d6b2e15e665ee4,28165a16796c20a9,c02f575212e0f90b,4,2026-02-01T10:31:06Z
9e99fe1d9ee310ca,construction_science,manufacturing_constraint,in_vitro,,,unknown,scalability,unknown,,"method further completes the progressive differentiation from SCs to In summary, a complete SC therapeutic process comprises three hair cells.",moderate,med,01d6b2e15e665ee4,28165a16796c20a9,c02f575212e0f90b,4,2026-02-01T10:31:06Z
f399215d4362f008,construction_science,decision_point,in_vivo,,,unknown,unknown,escalated,,"In deaf patients with MYO7A mutation, differentiation and application, and selection of the optimal technical CRISPR/Cas9 gene correction in iPSCs is required to restore normal route to achieve regeneration and functional recovery of damaged morphology and function of the differentiated hair cell-like cells (Tang tissues and organs is required for different clinical areas (Figure 2).",moderate,med,01d6b2e15e665ee4,28165a16796c20a9,c02f575212e0f90b,4,2026-02-01T10:31:06Z
5c3cbc68aebff6ef,construction_science,decision_point,in_vitro,,,unknown,unknown,continued,,Various stem cell types are initially isolated from tissues and subsequently expanded through 2D or 3D culture.,moderate,low,01d6b2e15e665ee4,28165a16796c20a9,5f38391bf42d277d,5,2026-02-01T10:31:06Z
85f6e16e07df33ea,construction_science,regulatory_risk,unknown,,,unknown,regulatory,unknown,,"Due to their immunomodulatory properties, MSCs produce wound contracture and scar formation (Nourian Dehkordi different regulatory factors to modulate the immune response in the et al., 2019).",moderate,med,01d6b2e15e665ee4,28165a16796c20a9,5f38391bf42d277d,5,2026-02-01T10:31:06Z
0d1a5d54b7262640,construction_science,toxicity_flag,in_vivo,,,unknown,toxicity_flag,unknown,,"From delivery of cytokines such as IFN-β (Studeny such as heme oxygenase-1 and prostaglandin E2 to inhibit T et al., 2004) and IL-2/IL-12 (Gao et al., 2010; Bae et al., 2022) to regulate lymphocyte proliferation, induce Treg-like cell production and the immune microenvironment (CD8+ T cells, NK cells), to delivery of suppress the cytotoxic response of CD8+ T lymphocytes (Charrier drugs such as paclitaxel (Pessina et al., 2013), doxorubicin (Zhao et al., et al., 2022).",moderate,med,01d6b2e15e665ee4,28165a16796c20a9,93060c796cdd43b1,6,2026-02-01T10:31:07Z
a5f3d9ddefce663a,construction_science,efficacy_result,in_vivo,,,successful,scalability,unknown,,"ESCs-derived MSCs can promote angiogenesis and nerve including reduced risk of immune rejection, simplified storage and regeneration through paracrine secretion, thus, improving administration processes, and potentially fewer safety concerns neurological deficits and reducing infarct volumes in ischemic rats (Table 2).",moderate,med,01d6b2e15e665ee4,28165a16796c20a9,93060c796cdd43b1,6,2026-02-01T10:31:07Z
96b6ed621ce4574a,construction_science,manufacturing_constraint,in_vitro,cells,,unknown,scalability,unknown,,"Directed differentiation is a complex process that we do not derived from MSCs can inhibit the expression of VEGF in breast cancer yet fully understand and many factors, such as cell culture conditions, cells through mTOR/HIF-1α signaling, ultimately inhibiting cytokines, and signaling pathways can influence the process (Kim angiogenesis in the TME (Pakravan et al., 2017).",moderate,med,01d6b2e15e665ee4,28165a16796c20a9,93060c796cdd43b1,6,2026-02-01T10:31:07Z
b909d89b184c55bc,construction_science,decision_point,in_vivo,,,unknown,unknown,escalated,,"Cell therapy Cell-free paracrine therapy Treatment principle The inherent ability of stem cells to undergo self-renewal and The capacity of stem cells to secrete and generate various bioactive differentiation substances The main acting substance Stem cells Stem cells secretome (proteins, exosomes, and active factors) Therapy method Replace damaged or abnormal cells Regulate the microenvironment Clinical application Hematopoietic stem cells transplantation; regeneration of inner Suppressing autoi",moderate,med,01d6b2e15e665ee4,28165a16796c20a9,93060c796cdd43b1,6,2026-02-01T10:31:07Z
ee39ea6808d3dc7f,construction_science,decision_point,in_vivo,,,unknown,unknown,modified,,"This approach involves the Funding injection of SCs, both allogeneic and genetically modified autologous SCs, into the sites of disease or injury to promote tissue regeneration and functional recovery.",moderate,low,01d6b2e15e665ee4,28165a16796c20a9,147724e1d11c04be,7,2026-02-01T10:31:07Z
4642bb2dccddeed8,construction_science,decision_point,clinical,,,unknown,unknown,escalated,,This work cardiac function in patients with chronic heart failure during a clinical was supported by grants from the National Science Foundation trial.,moderate,med,01d6b2e15e665ee4,28165a16796c20a9,147724e1d11c04be,7,2026-02-01T10:31:07Z
8fcea8a1b269c64d,construction_science,toxicity_flag,unknown,,,unknown,toxicity_flag,unknown,,"Notably, no adverse effects on the heart or systemic toxicity were of China (nos.",moderate,low,01d6b2e15e665ee4,28165a16796c20a9,147724e1d11c04be,7,2026-02-01T10:31:07Z
9bc7c0bc2d0d3124,construction_science,regulatory_risk,unknown,,,unknown,regulatory,unknown,,"The latest therapeutic approach is Publisher’s note to use SCs as vehicles for the targeted delivery of effectors, drugs, and genes into damaged tissues or tumors to exert the appropriate regulatory effects.",moderate,low,01d6b2e15e665ee4,28165a16796c20a9,147724e1d11c04be,7,2026-02-01T10:31:07Z
3e08592a02887725,construction_science,decision_point,in_vivo,,,unknown,unknown,escalated,,"However, a clinical trial organizations, or those of the publisher, the editors and the demonstrated that delivery via neural stem cells (NSC) facilitated safe reviewers.",strong,med,01d6b2e15e665ee4,28165a16796c20a9,147724e1d11c04be,7,2026-02-01T10:31:07Z
b139cc8637b5bb80,construction_science,method_evaluation,unknown,,,unknown,unknown,unknown,,"leukodystrophy: long-term results from a non-randomised, open-label, phase 1/2 trial and doi: 10.1038/nrm.2017.9 expanded access.",moderate,low,01d6b2e15e665ee4,28165a16796c20a9,6fe53b1996cce142,8,2026-02-01T10:31:08Z
9d19f2a37c0b9edc,construction_science,method_evaluation,in_vitro,,,unknown,unknown,unknown,,"292, Human mesenchymal stem cells labelled with dye-loaded amorphous silica 428–437.",moderate,low,01d6b2e15e665ee4,28165a16796c20a9,6fe53b1996cce142,8,2026-02-01T10:31:08Z
0d63ad877f0e63e1,construction_science,toxicity_flag,unknown,,,unknown,toxicity_flag,unknown,,Cell Death Med.,moderate,med,01d6b2e15e665ee4,28165a16796c20a9,6fe53b1996cce142,8,2026-02-01T10:31:08Z
fe476dfa7089c7b2,construction_science,toxicity_flag,in_vivo,,,improved,toxicity_flag,unknown,,Human MuStem cells repress T-cell proliferation and cytotoxicity through achieving enhanced neuronal trans-differentiation from mesenchymal stem cells for both paracrine and contact-dependent pathways.,moderate,med,01d6b2e15e665ee4,28165a16796c20a9,6fe53b1996cce142,8,2026-02-01T10:31:08Z
c9ac8477c9973110,construction_science,manufacturing_constraint,unknown,,,unknown,scalability,unknown,,"J., Price, K., assisted scalable cell production for cell therapy.",moderate,low,01d6b2e15e665ee4,28165a16796c20a9,6fe53b1996cce142,8,2026-02-01T10:31:08Z
16edc304b1e3739e,construction_science,decision_point,clinical,,,unknown,unknown,escalated,,Stem cell therapy: from idea to clinical practice.,moderate,low,01d6b2e15e665ee4,28165a16796c20a9,c9a3baff870a52a7,9,2026-02-01T10:31:09Z
89fd077768c7b0b7,construction_science,decision_point,clinical,,,unknown,unknown,escalated,,"derived mesenchymal stem cell gene delivery vehicles in recurrent glioblastoma doi: 10.1073/pnas.2334503100 multiforme: a first-in-human, dose-escalation, phase I clinical trial.",moderate,low,01d6b2e15e665ee4,28165a16796c20a9,c9a3baff870a52a7,9,2026-02-01T10:31:09Z
1dbd69f5b0be3e4b,construction_science,decision_point,clinical,,,unknown,unknown,escalated,,Development and clinical application of for complex perianal fistulas in patients with Crohn's disease.,moderate,med,01d6b2e15e665ee4,28165a16796c20a9,c9a3baff870a52a7,9,2026-02-01T10:31:09Z
a5cfb3245f8108c0,construction_science,toxicity_flag,unknown,,,unknown,toxicity_flag,unknown,,Cell Death Differ.,moderate,med,01d6b2e15e665ee4,28165a16796c20a9,c9a3baff870a52a7,9,2026-02-01T10:31:09Z
6dd735b138224858,construction_science,regulatory_risk,unknown,,,unknown,regulatory,unknown,,"Protein Cell 3, guidelines on prosthetic heart valve management: JACC guideline comparison.",moderate,med,01d6b2e15e665ee4,28165a16796c20a9,c0d97dedcfcb7d86,10,2026-02-01T10:31:09Z
9bd6fd0729efaafb,construction_science,decision_point,in_vivo,,,unknown,unknown,escalated,,"Nature 485, measurements in vivo.",moderate,low,01d6b2e15e665ee4,28165a16796c20a9,c0d97dedcfcb7d86,10,2026-02-01T10:31:09Z
cab0330868e2f81c,construction_science,regulatory_risk,unknown,,,unknown,regulatory,unknown,,"Identify points of fragility of the product to external conditions Qualify analytical methods (per ICH Q2(R2) (https://www.ema.europa.eu/en/documents/scientific-guideline/ich-q2r2-guideline-validation- analytical-procedures-step-5-revision-1_en.pdf) guidelines), confirming stability indicating method specificity and reliability ahead of tech transfer and full validation when appropriate.",moderate,low,524e5afc5af8300d,e68f59d757f43f82,874b16dd5d0a8293,2,2026-02-01T10:31:10Z
9ad5c88850c2a4fe,construction_science,regulatory_risk,unknown,,,unknown,regulatory,unknown,,"Assess and ultimately ensure similarity in degradation pathways with reference products, which is essential for biosimilar comparability assessments (https://biopharmaspec.com/biosimilar- testing/) (per FDA and EMA guidelines).",moderate,low,524e5afc5af8300d,e68f59d757f43f82,874b16dd5d0a8293,2,2026-02-01T10:31:10Z
7dd2317fc105ade3,construction_science,regulatory_risk,unknown,,,unknown,regulatory,unknown,,Photo Stability Testing: Evaluating light exposure effects per ICH guidelines.,moderate,med,524e5afc5af8300d,e68f59d757f43f82,2252bd5c1ad56626,4,2026-02-01T10:31:10Z
8c3e96c623411fff,construction_science,manufacturing_constraint,unknown,,,unknown,scalability,unknown,,"These approaches yield valuable insights into the structural integrity of biopharmaceuticals, aiding in process development and manufacturing decision-making.",moderate,med,524e5afc5af8300d,e68f59d757f43f82,2252bd5c1ad56626,4,2026-02-01T10:31:10Z
1cac789e3dba4984,construction_science,decision_point,unknown,,,unknown,unknown,modified,,An on-line MS peptide mapping analysis allows the identification of which amino acid(s) are modified in any particular peptide exhibiting a change in expected mass (as a result of the forced degradation conditions employed).,moderate,med,524e5afc5af8300d,e68f59d757f43f82,2252bd5c1ad56626,4,2026-02-01T10:31:10Z
2c703ed5843be0cf,construction_science,decision_point,unknown,,,unknown,unknown,modified,,A: The upper two panels show a section of the total ion chromatogram and the extracted ion chromatogram for a deamidated peptide of interest.,moderate,low,524e5afc5af8300d,e68f59d757f43f82,70160f5e0f8787aa,6,2026-02-01T10:31:10Z
702e9be15b824213,construction_science,decision_point,in_vivo,,,unknown,unknown,modified,,B: The lower two panels show the low energy mass spectrum demonstrating the presence of the deamidated peptide and the higher energy MSe data shows the fragmentation of that peptide.,moderate,low,524e5afc5af8300d,e68f59d757f43f82,70160f5e0f8787aa,6,2026-02-01T10:31:10Z
fd385d8afad1ed93,construction_science,manufacturing_constraint,unknown,,,unknown,scalability,unknown,,"Whether you are in the early stages of development or nearing commercialization, our tailored studies are designed to meet the specific needs of your manufacturing decision making.",moderate,low,524e5afc5af8300d,e68f59d757f43f82,70160f5e0f8787aa,6,2026-02-01T10:31:10Z
3a98b19f09afbeb4,construction_science,method_evaluation,unknown,,,unknown,unknown,unknown,,Knowledge Center  On Demand Webinar: Characterizing Protein Impurities (https://biopharmaspec.com/knowledge-center/demand-webinar-characterizing-protein- impurities/) WATCH NOW (HTTPS://BIOPHARMASPEC.COM/KNOWLEDGE- CENTER/DEMAND- WEBINAR- CHARACTERIZING- PROTEIN- IMPURITIES/)  Podcast: Impurity Analysis by Quantitative Mass Spectrometry (https://biopharmaspec.com/knowledge-center/podcast-impurity-analysis-by-quantitative- mass-spectrometry/) LISTEN NOW (HTTPS://BIOPHARMASPEC.COM/KNOWLEDGE- CEN,moderate,med,524e5afc5af8300d,e68f59d757f43f82,948e57581558adae,7,2026-02-01T10:31:10Z
1380062f469c806c,construction_science,decision_point,clinical,,,unknown,unknown,escalated,,"Research JAMANeurology | OriginalInvestigation AllogeneicStemCellTherapyforAcuteIschemicStroke ThePhase2/3TREASURERandomizedClinicalTrial KiyohiroHoukin,MD;ToshiyaOsanai,MD;ShinichiroUchiyama,MD;KazuoMinematsu,MD;AkihikoTaguchi,MD;KatsuhikoMaruichi,MD; YoshimasaNiiya,MD;KatsuyukiAsaoka,MD;YoshihiroKuga,MD;KatsumiTakizawa,MD;KoichiHaraguchi,MD;ShinichiYoshimura,MD; KazumiKimura,MD;KojiTokunaga,MD;AtsuoAoyama,MD;FusaoIkawa,MD;ChikanoriInenaga,MD;TatsuyaAbe,MD;AtsushiTominaga,MD; ShinichiTakahashi,",moderate,med,307c87c21438d86d,d3b964bb068e660d,c5e7e54a0a15e893,1,2026-02-01T10:31:11Z
49d37e58cf4921c5,construction_science,decision_point,in_vivo,,,unknown,unknown,modified,,"DESIGN,SETTING,ANDPARTICIPANTSTheTreatmentEvaluationofAcuteStrokeUsing RegenerativeCells(TREASURE)multicenter,double-blind,parallel-group,placebo-controlled phase2/3randomizedclinicaltrialwasconductedat44academicandclinicalcentersin JapanbetweenNovember15,2017,andMarch29,2022.Inclusioncriteriawereage20years orolder,presenceofacuteischemicstroke(NationalInstitutesofHealthStrokeScale[NIHSS] scoreof8-20atbaseline),confirmedacuteinfarctioninvolvingthecerebralcortexand measuringmorethan2cmonthemajora",moderate,med,307c87c21438d86d,d3b964bb068e660d,c5e7e54a0a15e893,1,2026-02-01T10:31:11Z
baf84cdc63e600cb,construction_science,efficacy_result,unknown,,,unknown,unknown,modified,,"MAINOUTCOMESANDMEASURESTheprimaryendpointsweresafetyandexcellentoutcome atday90,measuredasacompositeofamodifiedRankinScale(mRS)scoreof1orless, aNIHSSscoreof1orless,andaBarthelindexscoreof95orgreater.Thesecondaryend pointswereexcellentoutcomeatday365,mRSscoredistributionatdays90and365, andmRSscoreof0to1and0to2atday90.Statisticalanalysisofefficacywasperformed usingtheCochran-Mantel-Haenszeltest.",moderate,med,307c87c21438d86d,d3b964bb068e660d,c5e7e54a0a15e893,1,2026-02-01T10:31:11Z
9e81a7733015057d,construction_science,decision_point,in_vivo,,,unknown,unknown,escalated,,"CONCLUSIONSANDRELEVANCEInthisrandomizedclinicaltrial,intravenousadministration ofallogeneiccelltherapywithin18to36hoursofischemicstrokeonsetwassafebutdidnot improveshort-termoutcomes.FurtherresearchisneededtodeterminewhetherMultiStem therapyforischemicstrokehasabeneficialeffectinpatientswhomeetspecificcriteria, AuthorAffiliations:Author asindicatedbytheexploratoryanalysesinthisstudy.",moderate,med,307c87c21438d86d,d3b964bb068e660d,c5e7e54a0a15e893,1,2026-02-01T10:31:11Z
110a975ac0fb3ae1,construction_science,decision_point,in_vivo,,,unknown,unknown,escalated,,TRIALREGISTRATIONClinicalTrials.govIdentifier:NCT02961504 GroupInformation:TheTREASURE StudyInvestigatorsarelistedin Supplement3.,moderate,low,307c87c21438d86d,d3b964bb068e660d,c5e7e54a0a15e893,1,2026-02-01T10:31:11Z
3ed2b09c57473f6b,construction_science,decision_point,in_vivo,,,unknown,unknown,escalated,,"Despite varied outcomes with these treatments, Findings Inthisrandomizedclinicaltrialwith206participants, approximately50%ofpatientsstillexperiencedisability intravenousadministrationofMultiStemtherapywithin18to36 3monthsafterstroke,4underliningthecomplexityand hoursofischemicstrokeonsetwassafebutdidnotimprove ongoingdebatesurroundingthistherapeuticapproach.This short-termoutcomesat90dayscomparedwithplacebo.There dynamiclandscapehighlightstheneedfornewtreatment werenograde3or4allergicreactions,i",moderate,med,307c87c21438d86d,d3b964bb068e660d,46defacc7e3df4e0,2,2026-02-01T10:31:12Z
4c7ae1cd1f868210,construction_science,efficacy_result,in_vivo,,,successful,unknown,escalated,,"brain.7Variouscelltypes(mesenchymalstemcells,bonemar- rowmononuclearcells,8neuralstemcells,9andinducedplu- Anindependentdatasafetymonitoringboardevaluated ripotentstemcells7,10)andadministrationroutes(intrave- thesafetydataafterapproximately30%and60%ofthe nous,intra-arterial,andintracerebral)11-13havebeenexplored plannednumberofparticipantscompletedthe7-dayfollow- indifferenttimewindows(hourstomonths).4,14 up.Bioimagingassessmentswereindependentlyevaluatedby Previousrandomizedclinicaltrials(RCTs",weak,med,307c87c21438d86d,d3b964bb068e660d,46defacc7e3df4e0,2,2026-02-01T10:31:12Z
c0925b18b8129554,construction_science,efficacy_result,in_vivo,,,failed,unknown,abandoned,,"Allogeneicstemcellsofferpromisingadvantagesover autologousstemcellsfortherapybecausetheyhaveoff-the- Patients shelfpropertiesandcanbeusedearlyinthediseasecourse.19 Theinclusioncriteriawereasfollows:age20yearsorolder, MultiStemisamass-producedstemcellproductthatpro- historyofischemicstrokewithapersistentneurologicdeficit videsbenefitsthroughvariousmechanisms.Forexample, (correspondingtoaNationalInstitutesofHealthStrokeScale MultiStemreducesinflammation,modulatesimmunedys- [NIHSS]scoreof8-20atbase",moderate,med,307c87c21438d86d,d3b964bb068e660d,46defacc7e3df4e0,2,2026-02-01T10:31:12Z
